Date,Open,High,Low,Close,Adj Close,Volume
2020-10-21,20.160000,20.330000,19.830000,20.160000,20.160000,60594900
2020-10-22,20.100000,20.840000,20.049999,20.840000,20.840000,98926900
2020-10-23,20.940001,21.139999,20.540001,20.570000,20.570000,61711200
2020-10-26,20.330000,20.530001,20.030001,20.250000,20.250000,58229100
2020-10-27,20.260000,20.370001,19.809999,19.879999,19.879999,48978400
2020-10-28,19.350000,19.440001,18.670000,18.670000,18.670000,79247400
2020-10-29,18.430000,19.370001,17.740000,19.290001,19.290001,86794800
2020-10-30,19.139999,19.540001,18.870001,18.940001,18.940001,64185100
2020-11-03,19.510000,19.900000,19.330000,19.650000,19.650000,66292400
2020-11-04,20.010000,20.070000,19.270000,19.719999,19.719999,65777600
2020-11-05,19.950001,19.990000,19.719999,19.889999,19.889999,40874800
2020-11-06,19.549999,19.950001,19.540001,19.750000,19.750000,37273300
2020-11-09,21.110001,22.690001,21.040001,21.610001,21.610001,164904100
2020-11-10,21.889999,23.150000,21.809999,23.080000,23.080000,163732600
2020-11-11,23.350000,23.360001,22.400000,22.879999,22.879999,93072900
2020-11-12,22.740000,22.820000,21.770000,21.910000,21.910000,77275000
2020-11-13,22.020000,22.799999,21.889999,22.629999,22.629999,66065200
2020-11-16,23.200001,23.629999,23.129999,23.290001,23.290001,101583300
2020-11-17,23.049999,24.139999,22.980000,23.690001,23.690001,94082100
2020-11-18,23.990000,24.129999,23.549999,23.549999,23.549999,68540400
2020-11-19,23.549999,23.940001,23.370001,23.820000,23.820000,65382100
2020-11-23,24.049999,25.100000,24.040001,25.100000,25.100000,125649000
2020-11-24,25.639999,26.670000,25.639999,26.219999,26.219999,153293500
2020-11-25,26.200001,26.500000,25.670000,26.250000,26.250000,73971200
2020-11-26,25.940001,25.950001,25.559999,25.820000,25.820000,41935900
2020-11-27,25.920000,26.059999,25.450001,25.500000,25.500000,49863500
2020-11-30,25.260000,25.879999,24.840000,24.900000,24.900000,90207700
2020-12-01,25.400000,25.770000,25.290001,25.600000,25.600000,58866000
2020-12-02,25.600000,26.500000,25.330000,25.910000,25.910000,88093300
2020-12-03,26.150000,26.889999,26.049999,26.639999,26.639999,62424500
2020-12-04,27.190001,27.570000,27.059999,27.530001,27.530001,61652400
2020-12-07,27.270000,27.790001,26.670000,27.000000,27.000000,72664200
2020-12-08,26.809999,27.139999,26.459999,26.660000,26.660000,46276700
2020-12-09,26.629999,26.969999,26.400000,26.940001,26.940001,52448300
2020-12-10,27.190001,28.200001,27.129999,27.820000,27.820000,97537100
2020-12-11,27.490000,27.840000,27.280001,27.570000,27.570000,48334300
2020-12-14,28.030001,28.270000,27.620001,27.620001,27.620001,53159500
2020-12-15,27.620001,27.990000,27.620001,27.850000,27.850000,47208200
2020-12-16,27.850000,28.240000,27.469999,28.190001,28.190001,59399200
2020-12-17,28.299999,28.389999,28.070000,28.240000,28.240000,39297700
2020-12-18,28.100000,28.320000,28.020000,28.100000,28.100000,44707900
2020-12-21,27.190001,27.490000,26.520000,27.020000,27.020000,99988800
2020-12-22,27.200001,27.469999,27.049999,27.280001,27.280001,46513200
2020-12-23,27.430000,28.250000,27.350000,27.950001,27.950001,49038900
2020-12-28,28.360001,28.520000,28.180000,28.180000,28.180000,36313300
2020-12-29,28.379999,28.430000,27.990000,28.270000,28.270000,29891100
2020-12-30,28.350000,28.490000,28.200001,28.340000,28.340000,36968200
2021-01-04,28.650000,29.180000,28.530001,28.910000,28.910000,74719700
2021-01-05,28.900000,30.180000,28.240000,30.040001,30.040001,95181100
2021-01-06,30.160000,30.900000,30.049999,30.100000,30.100000,96562500
2021-01-07,30.340000,31.150000,30.340000,31.000000,31.000000,56171300
2021-01-08,31.459999,31.760000,30.350000,31.120001,31.120001,67136300
2021-01-11,30.610001,31.059999,30.400000,30.860001,30.860001,48744700
2021-01-12,31.120001,31.559999,30.629999,30.629999,30.629999,65691900
2021-01-13,30.680000,30.860001,29.000000,29.150000,29.150000,93826600
2021-01-14,29.170000,29.670000,28.719999,29.450001,29.450001,50745400
2021-01-15,29.049999,29.080000,28.030001,28.120001,28.120001,80673300
2021-01-18,28.309999,28.850000,28.010000,28.070000,28.070000,68855700
2021-01-19,28.480000,28.860001,27.639999,28.690001,28.690001,61656000
2021-01-20,28.950001,29.120001,28.110001,28.209999,28.209999,60306200
2021-01-21,28.020000,28.400000,27.510000,27.549999,27.549999,41284900
2021-01-22,26.930000,27.240000,26.559999,27.090000,27.090000,51181900
2021-01-26,27.250000,27.969999,26.820000,27.000000,27.000000,64514600
2021-01-27,26.809999,28.170000,26.530001,27.400000,27.400000,68337800
2021-01-28,27.320000,28.450001,27.309999,27.760000,27.760000,67827000
2021-01-29,27.520000,27.680000,26.690001,26.690001,26.690001,67555300
2021-02-01,27.260000,27.680000,26.830000,27.530001,27.530001,44449500
2021-02-02,28.400000,29.139999,28.200001,28.660000,28.660000,91663000
2021-02-03,28.980000,29.139999,28.660000,28.940001,28.940001,47486800
2021-02-04,28.830000,28.990000,28.209999,28.820000,28.820000,41444100
2021-02-05,28.980000,30.090000,28.320000,28.840000,28.840000,121098700
2021-02-08,28.510000,29.299999,27.799999,28.110001,28.110001,98821700
2021-02-09,28.049999,28.370001,27.379999,27.540001,27.540001,63662200
2021-02-10,27.740000,28.040001,27.120001,27.799999,27.799999,52949900
2021-02-11,28.139999,28.500000,27.870001,28.080000,28.080000,61158600
2021-02-12,27.809999,28.490000,27.610001,28.440001,28.440001,47801100
2021-02-17,null,null,null,null,null,null
2021-02-18,30.379999,30.920000,29.040001,29.270000,29.270000,105539200
2021-02-19,28.030001,28.490000,27.170000,27.330000,27.330000,215834800
2021-02-22,22.799999,23.200001,21.400000,21.670000,21.670000,490230400
2021-02-23,23.049999,24.260000,22.709999,24.059999,24.059999,293503100
2021-02-24,24.549999,25.000000,24.010000,24.400000,24.400000,155246400
2021-02-25,25.000000,25.250000,23.100000,23.190001,23.190001,170233000
2021-02-26,23.200001,23.420000,21.969999,22.240000,22.240000,159881000
2021-03-01,22.799999,23.040001,21.920000,22.000000,22.000000,90330100
2021-03-02,21.840000,22.330000,20.670000,21.990000,21.990000,147772300
2021-03-03,21.799999,21.889999,20.480000,21.190001,21.190001,185688500
2021-03-04,21.299999,22.400000,21.120001,22.219999,22.219999,127843200
2021-03-05,22.440001,23.219999,22.290001,22.389999,22.389999,126306300
2021-03-08,21.940001,22.280001,20.959999,21.100000,21.100000,141142800
2021-03-09,21.360001,21.950001,20.860001,21.590000,21.590000,122648000
2021-03-10,21.940001,22.340000,21.580000,22.340000,22.340000,111744100
